SectionID,PolderID,SurveyDate,Dist,Direction,Easting,Northing,Lat,Lon,mSoB,mPWD,Remarks,KMChainage
Xs_4_44,4,26/06/2022,0,Country Side to River Side,418118.4062,477703.8827,22.40611664,89.20170528,1.077,1.537,Fishing Project,Km. 21.500
Xs_4_44,4,26/06/2022,5,Country Side to River Side,418119.7703,477699.0784,22.40607331,89.20171878,1.167,1.627,Fishing Project,Km. 21.500
Xs_4_44,4,26/06/2022,10,Country Side to River Side,418121.1429,477694.2709,22.40602994,89.20173236,1.147,1.607,Fishing Project,Km. 21.500
Xs_4_44,4,26/06/2022,15,Country Side to River Side,418122.5155,477689.4666,22.40598661,89.20174594,1.137,1.597,Fishing Project,Km. 21.500
Xs_4_44,4,26/06/2022,20,Country Side to River Side,418123.8911,477684.6592,22.40594325,89.20175956,1.247,1.707,Fishing Project,Km. 21.500
Xs_4_44,4,26/06/2022,22,Country Side to River Side,418124.4328,477682.7405,22.40592594,89.20176492,2.597,3.057,Slope,Km. 21.500
Xs_4_44,4,26/06/2022,23,Country Side to River Side,418124.7135,477681.7858,22.40591733,89.20176769,3.397,3.857,Edge of Embankment,Km. 21.500
Xs_4_44,4,26/06/2022,24,Country Side to River Side,418124.9829,477680.8188,22.40590861,89.20177036,3.447,3.907,C/l,Km. 21.500
Xs_4_44,4,26/06/2022,25,Country Side to River Side,418125.2552,477679.8549,22.40589992,89.20177306,3.347,3.807,Edge of Embankment,Km. 21.500
Xs_4_44,4,26/06/2022,28,Country Side to River Side,418126.0748,477676.9784,22.40587397,89.20178117,2.147,2.607,Slope,Km. 21.500
Xs_4_44,4,26/06/2022,30,Country Side to River Side,418126.6278,477675.0505,22.40585658,89.20178664,1.547,2.007,Toe,Km. 21.500
Xs_4_44,4,26/06/2022,33,Country Side to River Side,418127.4504,477672.1741,22.40583064,89.20179478,0.647,1.107,RIVER  Bed,Km. 21.500
Xs_4_45,4,26/06/2022,0,Country Side to River Side,417640.3601,477627.4096,22.40540283,89.19706503,0.172,0.632,Fishing Project,Km. 22.000
Xs_4_45,4,26/06/2022,5,Country Side to River Side,417640.6708,477622.4141,22.40535772,89.19706831,0.262,0.722,Fishing Project,Km. 22.000
Xs_4_45,4,26/06/2022,10,Country Side to River Side,417640.9901,477617.4308,22.40531272,89.19707167,0.39,0.85,Fishing Project,Km. 22.000
Xs_4_45,4,26/06/2022,15,Country Side to River Side,417641.3008,477612.4445,22.40526769,89.19707494,0.262,0.722,Fishing Project,Km. 22.000
Xs_4_45,4,26/06/2022,20,Country Side to River Side,417641.6203,477607.4612,22.40522269,89.19707831,0.362,0.822,Toe,Km. 22.000
Xs_4_45,4,26/06/2022,23,Country Side to River Side,417641.8015,477604.4683,22.40519567,89.19708022,1.402,1.862,Slope,Km. 22.000
Xs_4_45,4,26/06/2022,26,Country Side to River Side,417641.9914,477601.4753,22.40516864,89.19708222,2.402,2.862,Slope,Km. 22.000
Xs_4_45,4,26/06/2022,29,Country Side to River Side,417642.1813,477598.4822,22.40514161,89.19708422,3.402,3.862,Slope,Km. 22.000
Xs_4_45,4,26/06/2022,31,Country Side to River Side,417642.3021,477596.4828,22.40512356,89.1970855,4.082,4.542,Edge of Embankment,Km. 22.000
Xs_4_45,4,26/06/2022,33,Country Side to River Side,417642.4316,477594.4895,22.40510556,89.19708686,4.102,4.562,C/l,Km. 22.000
Xs_4_45,4,26/06/2022,36,Country Side to River Side,417642.6215,477591.4965,22.40507853,89.19708886,4.062,4.522,Edge of Embankment,Km. 22.000
Xs_4_45,4,26/06/2022,40,Country Side to River Side,417642.8718,477587.5037,22.40504247,89.1970915,3.002,3.462,Slope,Km. 22.000
Xs_4_45,4,26/06/2022,42,Country Side to River Side,417642.9927,477585.5104,22.40502447,89.19709278,2.402,2.862,Slope,Km. 22.000
Xs_4_45,4,26/06/2022,44,Country Side to River Side,417643.1221,477583.5202,22.4050065,89.19709414,1.502,1.962,Toe,Km. 22.000
Xs_4_45,4,26/06/2022,48,Country Side to River Side,417643.3725,477579.5274,22.40497044,89.19709678,1.252,1.712,Char,Km. 22.000
Xs_4_45,4,26/06/2022,50,Country Side to River Side,417643.5019,477577.5341,22.40495244,89.19709814,1.202,1.662,Char,Km. 22.000
Xs_4_45,4,26/06/2022,55,Country Side to River Side,417643.8127,477572.5509,22.40490744,89.19710142,1.192,1.652,Char,Km. 22.000
Xs_4_45,4,26/06/2022,60,Country Side to River Side,417644.1233,477567.5554,22.40486233,89.19710469,1.102,1.562,Char,Km. 22.000
Xs_4_46,4,26/06/2022,0,Country Side to River Side,417188.4849,477537.5079,22.40456886,89.19267978,0.363,0.823,Fishing Project,Km. 22.500
Xs_4_46,4,26/06/2022,5,Country Side to River Side,417188.0464,477532.5256,22.40452383,89.19267578,0.2663,0.7263,Fishing Project,Km. 22.500
Xs_4_46,4,26/06/2022,10,Country Side to River Side,417187.6079,477527.5464,22.40447883,89.19267178,0.282,0.742,Fishing Project,Km. 22.500
Xs_4_46,4,26/06/2022,15,Country Side to River Side,417187.178,477522.5764,22.40443392,89.19266786,0.273,0.733,Fishing Project,Km. 22.500
Xs_4_46,4,26/06/2022,20,Country Side to River Side,417186.7395,477517.5972,22.40438892,89.19266386,1.123,1.583,Toe,Km. 22.500
Xs_4_46,4,26/06/2022,23,Country Side to River Side,417186.469,477514.6035,22.40436186,89.19266139,2.303,2.763,Slope,Km. 22.500
Xs_4_46,4,26/06/2022,26,Country Side to River Side,417186.2099,477511.6222,22.40433492,89.19265903,3.393,3.853,Slope,Km. 22.500
Xs_4_46,4,26/06/2022,28,Country Side to River Side,417186.0391,477509.6366,22.40431697,89.19265747,4.173,4.633,Edge of Embankment,Km. 22.500
Xs_4_46,4,26/06/2022,30,Country Side to River Side,417185.8597,477507.6388,22.40429892,89.19265583,4.183,4.643,C/l,Km. 22.500
Xs_4_46,4,26/06/2022,32,Country Side to River Side,417185.6802,477505.644,22.40428089,89.19265419,4.192,4.652,Edge of Embankment,Km. 22.500
Xs_4_46,4,26/06/2022,35,Country Side to River Side,417185.4212,477502.6596,22.40425392,89.19265183,3.693,4.153,Slope,Km. 22.500
Xs_4_46,4,26/06/2022,38,Country Side to River Side,417185.1621,477499.675,22.40422694,89.19264947,2.493,2.953,Slope,Km. 22.500
Xs_4_46,4,26/06/2022,40,Country Side to River Side,417184.9799,477497.6804,22.40420892,89.19264781,2.043,2.503,Slope,Km. 22.500
Xs_4_46,4,26/06/2022,41,Country Side to River Side,417184.8917,477496.6937,22.4042,89.192647,1.493,1.953,Toe,Km. 22.500
Xs_4_46,4,26/06/2022,45,Country Side to River Side,417184.5414,477492.7012,22.40416392,89.19264381,1.282,1.742,RIVER,Km. 22.500
Xs_4_47,4,26/06/2022,0,Country Side to River Side,416822.8143,477265.0744,22.40209011,89.18914161,-0.03,0.43,Fishing Project,Km. 23.000
Xs_4_47,4,26/06/2022,5,Country Side to River Side,416826.3006,477261.4886,22.40205789,89.18917567,-0.07,0.39,Fishing Project,Km. 23.000
Xs_4_47,4,26/06/2022,10,Country Side to River Side,416829.7782,477257.8997,22.40202564,89.18920964,-0.05,0.41,Fishing Project,Km. 23.000
Xs_4_47,4,26/06/2022,15,Country Side to River Side,416833.2644,477254.32,22.40199347,89.18924369,-0.21,0.25,Fishing Project,Km. 23.000
Xs_4_47,4,26/06/2022,20,Country Side to River Side,416836.7422,477250.7311,22.40196122,89.18927767,0.35,0.81,Toe,Km. 23.000
Xs_4_47,4,26/06/2022,23,Country Side to River Side,416838.8294,477248.5827,22.40194192,89.18929806,1.6,2.06,Slope,Km. 23.000
Xs_4_47,4,26/06/2022,26,Country Side to River Side,416840.9251,477246.4311,22.40192258,89.18931853,2.85,3.31,Slope,Km. 23.000
Xs_4_47,4,26/06/2022,28,Country Side to River Side,416842.3156,477245.003,22.40190975,89.18933211,3.97,4.43,Edge of Embankment,Km. 23.000
Xs_4_47,4,26/06/2022,30,Country Side to River Side,416843.706,477243.5656,22.40189683,89.18934569,4.04,4.5,C/l,Km. 23.000
Xs_4_47,4,26/06/2022,33,Country Side to River Side,416845.7932,477241.4141,22.4018775,89.18936608,4.02,4.48,Edge of Embankment,Km. 23.000
Xs_4_47,4,26/06/2022,36,Country Side to River Side,416847.889,477239.2626,22.40185817,89.18938656,3.35,3.81,Slope,Km. 23.000
Xs_4_47,4,26/06/2022,39,Country Side to River Side,416849.9761,477237.1142,22.40183886,89.18940694,2.25,2.71,Slope,Km. 23.000
Xs_4_47,4,26/06/2022,41,Country Side to River Side,416851.3667,477235.6767,22.40182594,89.18942053,1.7,2.16,Toe,Km. 23.000
Xs_4_47,4,26/06/2022,42,Country Side to River Side,416852.0605,477234.9627,22.40181953,89.18942731,0.75,1.21,RIVER,Km. 23.000
Xs_4_47,4,26/06/2022,45,Country Side to River Side,416854.1476,477232.8112,22.40180019,89.18944769,0.15,0.61,RIVER,Km. 23.000
Xs_4_48,4,26/06/2022,0,Country Side to River Side,416495.1242,476929.8662,22.39904608,89.18597583,0.415,0.875,G/L,Km. 23.500
Xs_4_48,4,26/06/2022,5,Country Side to River Side,416496.5566,476925.0799,22.39900292,89.18599,0.355,0.815,G/L,Km. 23.500
Xs_4_48,4,26/06/2022,10,Country Side to River Side,416497.9804,476920.2936,22.39895975,89.18600408,0.495,0.955,G/L,Km. 23.500
Xs_4_48,4,26/06/2022,15,Country Side to River Side,416499.4042,476915.4949,22.39891647,89.18601817,0.455,0.915,G/L,Km. 23.500
Xs_4_48,4,26/06/2022,20,Country Side to River Side,416500.828,476910.7086,22.39887331,89.18603225,0.815,1.275,Toe,Km. 23.500
Xs_4_48,4,26/06/2022,23,Country Side to River Side,416501.6903,476907.8318,22.39884736,89.18604078,1.965,2.425,Slope,Km. 23.500
Xs_4_48,4,26/06/2022,26,Country Side to River Side,416502.544,476904.9674,22.39882153,89.18604922,2.915,3.375,Slope,Km. 23.500
Xs_4_48,4,26/06/2022,29,Country Side to River Side,416503.4063,476902.0906,22.39879558,89.18605775,4.185,4.645,Edge of Embankment,Km. 23.500
Xs_4_48,4,26/06/2022,30,Country Side to River Side,416503.6871,476901.1358,22.39878697,89.18606053,4.27,4.73,C/l,Km. 23.500
Xs_4_48,4,26/06/2022,34,Country Side to River Side,416504.83,476897.3044,22.39875242,89.18607183,4.213,4.673,Edge of Embankment,Km. 23.500
Xs_4_48,4,26/06/2022,37,Country Side to River Side,416505.6838,476894.4276,22.39872647,89.18608028,3.615,4.075,Slope,Km. 23.500
Xs_4_48,4,26/06/2022,40,Country Side to River Side,416506.5461,476891.5509,22.39870053,89.18608881,2.495,2.955,Slope,Km. 23.500
Xs_4_48,4,26/06/2022,43,Country Side to River Side,416507.3969,476888.6741,22.39867458,89.18609722,2.11,2.57,Slope,Km. 23.500
Xs_4_48,4,26/06/2022,45,Country Side to River Side,416507.9699,476886.7645,22.39865736,89.18610289,1.615,2.075,Toe,Km. 23.500
Xs_4_48,4,26/06/2022,50,Country Side to River Side,416509.3937,476881.9781,22.39861419,89.18611697,1.495,1.955,Char,Km. 23.500
Xs_4_48,4,26/06/2022,55,Country Side to River Side,416510.8175,476877.1826,22.39857094,89.18613106,1.495,1.955,Char,Km. 23.500
Xs_4_48,4,26/06/2022,60,Country Side to River Side,416512.2498,476872.3932,22.39852775,89.18614522,1.315,1.775,Char,Km. 23.500
Xs_4_49,4,26/06/2022,0,Country Side to River Side,416047.0687,477041.5335,22.40003283,89.18161731,0.352,0.812,Fishing Project,Km. 24.000
Xs_4_49,4,26/06/2022,5,Country Side to River Side,416047.1387,477036.5361,22.39998769,89.18161825,0.362,0.822,Fishing Project,Km. 24.000
Xs_4_49,4,26/06/2022,10,Country Side to River Side,416047.2086,477031.5358,22.39994253,89.18161919,0.332,0.792,Fishing Project,Km. 24.000
Xs_4_49,4,26/06/2022,15,Country Side to River Side,416047.2787,477026.5354,22.39989736,89.18162014,0.312,0.772,Fishing Project,Km. 24.000
Xs_4_49,4,26/06/2022,20,Country Side to River Side,416047.3487,477021.5473,22.39985231,89.18162108,0.672,1.132,Toe,Km. 24.000
Xs_4_49,4,26/06/2022,22,Country Side to River Side,416047.3807,477019.5452,22.39983422,89.1816215,1.652,2.112,Slope,Km. 24.000
Xs_4_49,4,26/06/2022,24,Country Side to River Side,416047.3985,477017.5464,22.39981617,89.18162178,3.312,3.772,Edge of Embankment,Km. 24.000
Xs_4_49,4,26/06/2022,26,Country Side to River Side,416047.4304,477015.5474,22.39979811,89.18162219,3.307,3.767,C/L,Km. 24.000
Xs_4_49,4,26/06/2022,28,Country Side to River Side,416047.4596,477013.5454,22.39978003,89.18162258,3.252,3.712,Edge of Embankment,Km. 24.000
Xs_4_49,4,26/06/2022,29,Country Side to River Side,416047.4684,477012.5459,22.399771,89.18162272,2.852,3.312,Toe,Km. 24.000
Xs_4_49,4,26/06/2022,35,Country Side to River Side,416047.5502,477006.5584,22.39971692,89.18162383,2.312,2.772,H/S,Km. 24.000
Xs_4_49,4,26/06/2022,40,Country Side to River Side,416047.6203,477001.5579,22.39967175,89.18162478,2.292,2.752,H/S,Km. 24.000
Xs_4_49,4,26/06/2022,45,Country Side to River Side,416047.6902,476996.5575,22.39962658,89.18162572,2.272,2.732,H/S,Km. 24.000
Xs_4_49,4,26/06/2022,50,Country Side to River Side,416047.7603,476991.5572,22.39958142,89.18162667,2.262,2.722,H/S,Km. 24.000
Xs_4_50,4,26/06/2022,0,Country Side to River Side,415611.7811,477189.3867,22.40134697,89.17738083,0.672,1.132,Fishing Project,Km. 24.500
Xs_4_50,4,26/06/2022,5,Country Side to River Side,415609.4324,477184.9746,22.401307,89.17735825,0.592,1.052,Fishing Project,Km. 24.500
Xs_4_50,4,26/06/2022,10,Country Side to River Side,415607.095,477180.5624,22.40126703,89.17733578,0.582,1.042,Fishing Project,Km. 24.500
Xs_4_50,4,26/06/2022,15,Country Side to River Side,415604.749,477176.1503,22.40122706,89.17731322,0.532,0.992,Fishing Project,Km. 24.500
Xs_4_50,4,26/06/2022,20,Country Side to River Side,415602.4116,477171.7288,22.401187,89.17729075,0.852,1.312,Toe,Km. 24.500
Xs_4_50,4,26/06/2022,22,Country Side to River Side,415601.467,477169.9689,22.40117106,89.17728167,1.792,2.252,Slope,Km. 24.500
Xs_4_50,4,26/06/2022,24,Country Side to River Side,415600.5308,477168.1966,22.401155,89.17727267,3.502,3.962,Edge of Embankment,Km. 24.500
Xs_4_50,4,26/06/2022,26,Country Side to River Side,415599.5975,477166.4367,22.40113906,89.17726369,3.452,3.912,C/l,Km. 24.500
Xs_4_50,4,26/06/2022,28,Country Side to River Side,415598.6615,477164.6767,22.40112311,89.17725469,3.572,4.032,Edge of Embankment,Km. 24.500
Xs_4_50,4,26/06/2022,29,Country Side to River Side,415598.1934,477163.7875,22.40111506,89.17725019,3.262,3.722,Toe,Km. 24.500
Xs_4_50,4,26/06/2022,30,Country Side to River Side,415597.7253,477162.9045,22.40110706,89.17724569,3.122,3.582,H/S,Km. 24.500
Xs_4_50,4,26/06/2022,35,Country Side to River Side,415595.3794,477158.4953,22.40106711,89.17722314,3.092,3.552,H/S,Km. 24.500
Xs_4_50,4,26/06/2022,40,Country Side to River Side,415593.0334,477154.0832,22.40102714,89.17720058,3.152,3.612,H/S,Km. 24.500
Xs_4_50,4,26/06/2022,45,Country Side to River Side,415590.696,477149.6617,22.40098708,89.17717811,3.092,3.552,H/S,Km. 24.500
Xs_4_50,4,26/06/2022,50,Country Side to River Side,415588.3472,477145.2496,22.40094711,89.17715553,3.082,3.542,H/S,Km. 24.500
Xs_4_51,4,27/06/2022,0,Country Side to River Side,415136.6358,477398.4349,22.40321181,89.17275381,1.654,2.114,H/S,Km. 25.000
Xs_4_51,4,27/06/2022,5,Country Side to River Side,415137.1373,477393.4658,22.40316694,89.17275894,1.616,2.076,H/S,Km. 25.000
Xs_4_51,4,27/06/2022,10,Country Side to River Side,415137.6276,477388.4969,22.40312208,89.17276397,1.666,2.126,H/S,Km. 25.000
Xs_4_51,4,27/06/2022,15,Country Side to River Side,415138.1292,477383.5188,22.40307714,89.17276911,1.696,2.156,H/S,Km. 25.000
Xs_4_51,4,27/06/2022,20,Country Side to River Side,415138.6279,477378.5498,22.40303228,89.17277422,1.931,2.391,Toe,Km. 25.000
Xs_4_51,4,27/06/2022,22,Country Side to River Side,415138.8286,477376.5561,22.40301428,89.17277628,3.146,3.606,Edge of Embankment,Km. 25.000
Xs_4_51,4,27/06/2022,23,Country Side to River Side,415138.929,477375.5653,22.40300533,89.17277731,3.116,3.576,C/l,Km. 25.000
Xs_4_51,4,27/06/2022,25,Country Side to River Side,415139.1295,477373.5715,22.40298733,89.17277936,2.256,2.716,Edge of Embankment,Km. 25.000
Xs_4_51,4,27/06/2022,30,Country Side to River Side,415139.6312,477368.6026,22.40294247,89.1727845,2.036,2.496,Toe,Km. 25.000
Xs_4_51,4,27/06/2022,35,Country Side to River Side,415140.13,477363.6367,22.40289764,89.17278961,2.016,2.476,G/L,Km. 25.000
Xs_4_51,4,27/06/2022,40,Country Side to River Side,415140.6201,477358.6585,22.40285269,89.17279464,1.996,2.456,G/L,Km. 25.000
Xs_4_51,4,27/06/2022,45,Country Side to River Side,415141.1218,477353.6896,22.40280783,89.17279978,2.036,2.496,G/L,Km. 25.000
Xs_4_51,4,27/06/2022,50,Country Side to River Side,415141.6234,477348.7114,22.40276289,89.17280492,2.016,2.476,H/S,Km. 25.000
Xs_4_52,4,27/06/2022,0,Country Side to River Side,414634.8191,477380.6322,22.40302597,89.16787975,-0.067,0.393,Fishing Project,Km. 25.500
Xs_4_52,4,27/06/2022,5,Country Side to River Side,414634.8114,477375.6323,22.40298081,89.16787994,-0.057,0.403,Fishing Project,Km. 25.500
Xs_4_52,4,27/06/2022,10,Country Side to River Side,414634.7895,477370.6354,22.40293567,89.16788,0.003,0.463,Fishing Project,Km. 25.500
Xs_4_52,4,27/06/2022,15,Country Side to River Side,414634.7704,477365.6386,22.40289053,89.16788008,0.203,0.663,Fishing Project,Km. 25.500
Xs_4_52,4,27/06/2022,20,Country Side to River Side,414634.7513,477360.6386,22.40284536,89.16788017,1.393,1.853,Toe,Km. 25.500
Xs_4_52,4,27/06/2022,22,Country Side to River Side,414634.7403,477358.6399,22.40282731,89.16788017,3.353,3.813,Edge of Embankment,Km. 25.500
Xs_4_52,4,27/06/2022,23,Country Side to River Side,414634.7404,477357.6405,22.40281828,89.16788022,3.403,3.863,C/l,Km. 25.500
Xs_4_52,4,27/06/2022,24,Country Side to River Side,414634.7406,477356.6411,22.40280925,89.16788028,3.363,3.823,Edge of Embankment,Km. 25.500
Xs_4_52,4,27/06/2022,25,Country Side to River Side,414634.7322,477355.6417,22.40280022,89.16788025,2.363,2.823,Slope,Km. 25.500
Xs_4_52,4,27/06/2022,26,Country Side to River Side,414634.7324,477354.6423,22.40279119,89.16788031,1.323,1.783,Toe,Km. 25.500
Xs_4_52,4,27/06/2022,30,Country Side to River Side,414634.7103,477350.6448,22.40275508,89.16788031,0.943,1.403,Char,Km. 25.500
Xs_4_52,4,27/06/2022,35,Country Side to River Side,414634.7026,477345.6449,22.40270992,89.1678805,0.913,1.373,Char,Km. 25.500
Xs_4_52,4,27/06/2022,40,Country Side to River Side,414634.6807,477340.648,22.40266478,89.16788056,0.103,0.563,RIVER,Km. 25.500
Xs_4_52,4,27/06/2022,45,Country Side to River Side,414634.6616,477335.6511,22.40261964,89.16788064,-2.197,-1.737,RIVER,Km. 25.500
Xs_4_53,4,27/06/2022,0,Country Side to River Side,414147.1493,477305.9461,22.40232686,89.16314622,0.425,0.885,Fishing Project,Km. 26.000
Xs_4_53,4,27/06/2022,5,Country Side to River Side,414147.9912,477301.0213,22.40228242,89.16315467,0.435,0.895,Fishing Project,Km. 26.000
Xs_4_53,4,27/06/2022,10,Country Side to River Side,414148.8444,477296.0933,22.40223794,89.16316322,0.605,1.065,Fishing Project,Km. 26.000
Xs_4_53,4,27/06/2022,15,Country Side to River Side,414149.6834,477291.1686,22.4021935,89.16317164,1.055,1.515,G/L,Km. 26.000
Xs_4_53,4,27/06/2022,20,Country Side to River Side,414150.5367,477286.2438,22.40214906,89.16318019,1.205,1.665,Toe,Km. 26.000
Xs_4_53,4,27/06/2022,21,Country Side to River Side,414150.6971,477285.2618,22.40214019,89.16318181,1.955,2.415,Slope,Km. 26.000
Xs_4_53,4,27/06/2022,23,Country Side to River Side,414151.0378,477283.2858,22.40212236,89.16318522,2.605,3.065,Edge of Embankment,Km. 26.000
Xs_4_53,4,27/06/2022,25,Country Side to River Side,414151.3786,477281.3189,22.40210461,89.16318864,2.805,3.265,CL,Km. 26.000
Xs_4_53,4,27/06/2022,27,Country Side to River Side,414151.7193,477279.3521,22.40208686,89.16319206,2.805,3.265,Edge of Embankment,Km. 26.000
Xs_4_53,4,27/06/2022,30,Country Side to River Side,414152.2176,477276.3942,22.40206017,89.16319706,2.895,3.355,H/S,Km. 26.000
Xs_4_53,4,27/06/2022,35,Country Side to River Side,414153.0708,477271.4693,22.40201572,89.16320561,2.795,3.255,H/S,Km. 26.000
Xs_4_53,4,27/06/2022,40,Country Side to River Side,414153.9127,477266.5446,22.40197128,89.16321406,2.745,3.205,H/S,Km. 26.000
Xs_4_53,4,27/06/2022,45,Country Side to River Side,414154.763,477261.6167,22.40192681,89.16322258,2.725,3.185,H/S,Km. 26.000
Xs_4_53,4,27/06/2022,50,Country Side to River Side,414155.6049,477256.6918,22.40188236,89.16323103,2.745,3.205,H/S,Km. 26.000
Xs_4_53,4,27/06/2022,55,Country Side to River Side,414156.4553,477251.767,22.40183792,89.16323956,2.785,3.245,H/S,Km. 26.000
Xs_4_54,4,27/06/2022,0,Country Side to River Side,413968.5481,477599.2542,22.40496739,89.16139528,0.501,0.961,Fishing Project,Km. 26.500
Xs_4_54,4,27/06/2022,5,Country Side to River Side,413963.5866,477598.6545,22.40496172,89.16134711,0.481,0.941,Fishing Project,Km. 26.500
Xs_4_54,4,27/06/2022,10,Country Side to River Side,413958.6251,477598.0426,22.40495594,89.16129894,0.441,0.901,Fishing Project,Km. 26.500
Xs_4_54,4,27/06/2022,15,Country Side to River Side,413953.6666,477597.4337,22.40495019,89.16125081,0.941,1.401,Fishing Project,Km. 26.500
Xs_4_54,4,27/06/2022,20,Country Side to River Side,413948.7052,477596.8341,22.40494453,89.16120264,1.241,1.701,Toe,Km. 26.500
Xs_4_54,4,27/06/2022,21,Country Side to River Side,413947.7122,477596.7013,22.40494328,89.161193,2.241,2.701,Slope,Km. 26.500
Xs_4_54,4,27/06/2022,23,Country Side to River Side,413945.7294,477596.4633,22.40494103,89.16117375,2.941,3.401,Edge of Embankment,Km. 26.500
Xs_4_54,4,27/06/2022,24,Country Side to River Side,413944.7365,477596.3427,22.40493989,89.16116411,2.961,3.421,C/l,Km. 26.500
Xs_4_54,4,27/06/2022,26,Country Side to River Side,413942.7537,477596.1016,22.40493761,89.16114486,2.881,3.341,Edge of Embankment,Km. 26.500
Xs_4_54,4,27/06/2022,27,Country Side to River Side,413941.7608,477595.9811,22.40493647,89.16113522,2.261,2.721,Slope,Km. 26.500
Xs_4_54,4,27/06/2022,29,Country Side to River Side,413939.775,477595.7308,22.40493411,89.16111594,1.451,1.911,Toe,Km. 26.500
Xs_4_54,4,27/06/2022,35,Country Side to River Side,413933.8237,477595.0014,22.40492722,89.16105817,0.041,0.501,L/L,Km. 26.500
Xs_4_54,4,27/06/2022,40,Country Side to River Side,413928.8622,477594.3987,22.40492153,89.16101,0.901,1.361,G/L,Km. 26.500
Xs_4_54,4,27/06/2022,45,Country Side to River Side,413923.9036,477593.7899,22.40491578,89.16096186,1.101,1.561,G/L,Km. 26.500
Xs_4_54,4,27/06/2022,50,Country Side to River Side,413918.9421,477593.1779,22.40491,89.16091369,0.941,1.401,G/L,Km. 26.500
Xs_4_54,4,27/06/2022,60,Country Side to River Side,413909.0221,477591.9664,22.40489856,89.16081739,0.881,1.341,G/L,Km. 26.500
Xs_4_55,4,27/06/2022,0,Country Side to River Side,413724.8708,478032.0203,22.40886436,89.15900447,0.472,0.932,Fishing Project,Km. 27.000
Xs_4_55,4,27/06/2022,5,Country Side to River Side,413722.9608,478027.4,22.40882253,89.15898617,0.542,1.002,Fishing Project,Km. 27.000
Xs_4_55,4,27/06/2022,10,Country Side to River Side,413721.0564,478022.7795,22.40878069,89.15896792,0.492,0.952,Fishing Project,Km. 27.000
Xs_4_55,4,27/06/2022,15,Country Side to River Side,413719.1463,478018.1592,22.40873886,89.15894961,1.672,2.132,G/L,Km. 27.000
Xs_4_55,4,27/06/2022,20,Country Side to River Side,413717.2333,478013.5388,22.40869703,89.15893128,1.842,2.302,Toe,Km. 27.000
Xs_4_55,4,27/06/2022,22,Country Side to River Side,413716.4681,478011.6949,22.40868033,89.15892394,3.302,3.762,Edge of Embankment,Km. 27.000
Xs_4_55,4,27/06/2022,23,Country Side to River Side,413716.0885,478010.7746,22.408672,89.15892031,3.272,3.732,C/L,Km. 27.000
Xs_4_55,4,27/06/2022,25,Country Side to River Side,413715.3232,478008.9277,22.40865528,89.15891297,3.252,3.712,Edge of Embankment,Km. 27.000
Xs_4_55,4,27/06/2022,26,Country Side to River Side,413714.9435,478008.0072,22.40864694,89.15890933,2.272,2.732,Slope,Km. 27.000
Xs_4_55,4,27/06/2022,28,Country Side to River Side,413714.1783,478006.1543,22.40863017,89.158902,1.572,2.032,Toe,Km. 27.000
Xs_4_55,4,27/06/2022,30,Country Side to River Side,413713.4217,478004.3072,22.40861344,89.15889475,1.542,2.002,G/L,Km. 27.000
Xs_4_55,4,27/06/2022,35,Country Side to River Side,413711.5088,477999.6869,22.40857161,89.15887642,1.512,1.972,G/L,Km. 27.000
Xs_4_55,4,27/06/2022,40,Country Side to River Side,413709.5987,477995.0666,22.40852978,89.15885811,1.492,1.952,G/L,Km. 27.000
Xs_4_56,4,27/06/2022,0,Country Side to River Side,413224.6777,477980.6475,22.40837494,89.15414786,0.398,0.858,Fishing Project,Km. 27.500
Xs_4_56,4,27/06/2022,5,Country Side to River Side,413225.9199,477975.8066,22.40833128,89.15416019,0.498,0.958,Fishing Project,Km. 27.500
Xs_4_56,4,27/06/2022,10,Country Side to River Side,413227.1622,477970.9625,22.40828758,89.15417253,0.478,0.938,Fishing Project,Km. 27.500
Xs_4_56,4,27/06/2022,15,Country Side to River Side,413228.4074,477966.1307,22.408244,89.15418489,0.508,0.968,Fishing Project,Km. 27.500
Xs_4_56,4,27/06/2022,20,Country Side to River Side,413229.6496,477961.2867,22.40820031,89.15419722,0.508,0.968,Toe,Km. 27.500
Xs_4_56,4,27/06/2022,21,Country Side to River Side,413229.8986,477960.3227,22.40819161,89.15419969,1.508,1.968,Slope,Km. 27.500
Xs_4_56,4,27/06/2022,22,Country Side to River Side,413230.1505,477959.3465,22.40818281,89.15420219,1.518,1.978,Slope,Km. 27.500
Xs_4_56,4,27/06/2022,25,Country Side to River Side,413230.8919,477956.4425,22.40815661,89.15420956,3.478,3.938,Edge of Embankment,Km. 27.500
Xs_4_56,4,27/06/2022,26,Country Side to River Side,413231.1438,477955.4786,22.40814792,89.15421206,3.518,3.978,C/l,Km. 27.500
Xs_4_56,4,27/06/2022,28,Country Side to River Side,413231.6447,477953.5385,22.40813042,89.15421703,3.538,3.998,Edge of Embankment,Km. 27.500
Xs_4_56,4,27/06/2022,30,Country Side to River Side,413232.1342,477951.6108,22.40811303,89.15422189,2.658,3.118,Toe,Km. 27.500
Xs_4_56,4,27/06/2022,35,Country Side to River Side,413233.3764,477946.7666,22.40806933,89.15423422,2.598,3.058,G/L,Km. 27.500
Xs_4_56,4,27/06/2022,38,Country Side to River Side,413234.1292,477943.8626,22.40804314,89.15424169,0.238,0.698,POND,Km. 27.500
